GTF_tag,Locus_tag,Gene_name,Product
gene-Rv3204,Rv3204,Rv3204,Possible DNA-methyltransferase (modification methylase)
gene-Rv3205c,Rv3205c,Rv3205c,Conserved protein
gene-Rv3206c,Rv3206c,moeB1,Probable molybdenum cofactor biosynthesis protein MoeB1 (MPT-synthase sulfurylase) (molybdopterin synthase sulphurylase)
gene-Rv3207c,Rv3207c,Rv3207c,Conserved protein
gene-Rv3208,Rv3208,Rv3208,Probable transcriptional regulatory protein (probably TetR-family)
gene-Rv3208A,Rv3208A,TB9.4,Conserved protein TB9.4
gene-Rv3209,Rv3209,Rv3209,Conserved hypothetical threonine and proline rich protein
gene-Rv3210c,Rv3210c,Rv3210c,Conserved protein
gene-Rv3211,Rv3211,rhlE,Probable ATP-dependent RNA helicase RhlE
gene-Rv3212,Rv3212,Rv3212,Conserved alanine valine rich protein
gene-Rv3213c,Rv3213c,Rv3213c,Possible SOJ/para-related protein
gene-Rv3214,Rv3214,gpm2,Possible phosphoglycerate mutase Gpm2 (phosphoglyceromutase) (PGAM) (BPG-dependent PGAM)
gene-Rv3215,Rv3215,entC,Probable isochorismate synthase EntC (isochorismate hydroxymutase) (enterochelin biosynthesis)
gene-Rv3216,Rv3216,Rv3216,"GCN5-related N-acetyltransferase, pseudogene"
gene-Rv3216,Rv3216,Rv3216,"GCN5-related N-acetyltransferase, pseudogene"
gene-Rv3217c,Rv3217c,Rv3217c,Probable conserved integral membrane protein
gene-Rv3218,Rv3218,Rv3218,Conserved protein
gene-Rv3219,Rv3219,whiB1,Transcriptional regulatory protein WhiB-like WhiB1. Contains [4FE-4S]2+ cluster.
gene-Rv3220c,Rv3220c,Rv3220c,Probable two component sensor kinase
gene-Rv3221c,Rv3221c,rshA,Biotinylated protein TB7.3
gene-Rv3221A,Rv3221A,TB7.3,Anti-sigma factor RshA
gene-Rv3222c,Rv3222c,Rv3222c,Conserved hypothetical protein
gene-Rv3223c,Rv3223c,sigH,Alternative RNA polymerase sigma-E factor (sigma-24) SigH (RPOE)
gene-Rv3224,Rv3224,Rv3224,Possible iron-regulated short-chain dehydrogenase/reductase
gene-Rv3224A,Rv3224A,Rv3224A,Conserved hypothetical protein
gene-Rv3224B,Rv3224B,Rv3224B,Conserved hypothetical protein
gene-Rv3225c,Rv3225c,Rv3225c,"GCN5-related N-acetyltransferase, phosphorylase"
gene-Rv3226c,Rv3226c,Rv3226c,Conserved hypothetical protein
gene-Rv3227,Rv3227,aroA,3-phosphoshikimate 1-carboxyvinyltransferase AroA (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)
gene-Rv3228,Rv3228,Rv3228,Conserved hypothetical protein
gene-Rv3229c,Rv3229c,desA3,Possible linoleoyl-CoA desaturase (delta(6)-desaturase)
gene-Rv3230c,Rv3230c,Rv3230c,Hypothetical oxidoreductase
gene-Rv3231c,Rv3231c,Rv3231c,Conserved protein
gene-Rv3232c,Rv3232c,ppk2,Polyphosphate kinase Ppk2 (polyphosphoric acid kinase)
gene-Rv3233c,Rv3233c,Rv3233c,Possible triacylglycerol synthase (diacylglycerol acyltransferase)
gene-Rv3234c,Rv3234c,tgs3,Putative triacylglycerol synthase (diacylglycerol acyltransferase) Tgs3
gene-Rv3235,Rv3235,Rv3235,Hypothetical alanine arginine proline rich protein
gene-Rv3236c,Rv3236c,Rv3236c,Probable conserved integral membrane transport protein
gene-Rv3237c,Rv3237c,Rv3237c,Conserved protein
gene-Rv3238c,Rv3238c,Rv3238c,Probable conserved integral membrane protein
gene-Rv3239c,Rv3239c,Rv3239c,Probable conserved transmembrane transport protein
gene-Rv3240c,Rv3240c,secA1,Probable preprotein translocase SecA1 1 subunit
gene-Rv3241c,Rv3241c,Rv3241c,Conserved protein
gene-Rv3242c,Rv3242c,Rv3242c,Conserved hypothetical protein
gene-Rv3243c,Rv3243c,Rv3243c,Unknown protein
gene-Rv3244c,Rv3244c,lpqB,Probable conserved lipoprotein LpqB
gene-Rv3245c,Rv3245c,mtrB,Two component sensory transduction histidine kinase MtrB
gene-Rv3246c,Rv3246c,mtrA,Two component sensory transduction transcriptional regulatory protein MtrA
gene-Rv3247c,Rv3247c,tmk,Thymidylate kinase Tmk (dTMP kinase) (thymidylic acid kinase) (TMPK)
gene-Rv3248c,Rv3248c,sahH,Probable adenosylhomocysteinase SahH (S-adenosyl-L-homocysteine hydrolase) (adohcyase)
gene-Rv3249c,Rv3249c,Rv3249c,Possible transcriptional regulatory protein (probably TetR-family)
gene-Rv3250c,Rv3250c,rubB,Probable rubredoxin RubB
gene-Rv3251c,Rv3251c,rubA,Probable rubredoxin RubA
gene-Rv3252c,Rv3252c,alkB,Probable transmembrane alkane 1-monooxygenase AlkB (alkane 1-hydroxylase) (lauric acid omega-hydroxylase) (omega-hydroxylase) (fatty acid omega-hydroxylase) (alkane hydroxylase-rubredoxin)
gene-Rv3253c,Rv3253c,Rv3253c,Possible cationic amino acid transport integral membrane protein
gene-Rv3254,Rv3254,Rv3254,Conserved hypothetical protein
gene-Rv3255c,Rv3255c,manA,Probable mannose-6-phosphate isomerase ManA (phosphomannose isomerase) (phosphomannoisomerase) (PMI) (phosphohexoisomerase) (phosphohexomutase)
gene-Rv3256c,Rv3256c,Rv3256c,Conserved protein
gene-Rv3257c,Rv3257c,pmmA,Probable phosphomannomutase PmmA (PMM) (phosphomannose mutase)
gene-Rv3258c,Rv3258c,Rv3258c,Conserved hypothetical protein
gene-Rv3259,Rv3259,Rv3259,Conserved hypothetical protein
gene-Rv3260c,Rv3260c,whiB2,Probable transcriptional regulatory protein WhiB-like WhiB2
gene-Rv3261,Rv3261,fbiA,Probable F420 biosynthesis protein FbiA
gene-Rv3262,Rv3262,fbiB,Probable F420 biosynthesis protein FbiB
gene-Rv3263,Rv3263,Rv3263,Probable DNA methylase (modification methylase) (methyltransferase)
gene-Rv3264c,Rv3264c,manB,D-alpha-D-mannose-1-phosphate guanylyltransferase ManB (D-alpha-D-heptose-1-phosphate guanylyltransferase)
gene-Rv3265c,Rv3265c,wbbL1,"dTDP-RHA:a-D-GlcNAc-diphosphoryl polyprenol, a-3-L-rhamnosyl transferase WbbL1 (alpha-L-rhamnose-(1->3)-alpha-D-GlcNAc(1->P)-P-decaprenyl)"
gene-Rv3266c,Rv3266c,rmlD,dTDP-6-deoxy-L-lyxo-4-hexulose reductase RmlD (dTDP-rhamnose modification protein) (dTDP-rhamnose biosynthesis protein) (dTDP-rhamnose synthase)
gene-Rv3267,Rv3267,Rv3267,Conserved protein (CPSA-related protein)
gene-Rv3268,Rv3268,Rv3268,Conserved hypothetical protein
gene-Rv3269,Rv3269,Rv3269,Conserved protein
gene-Rv3270,Rv3270,ctpC,Probable metal cation-transporting P-type ATPase C CtpC
gene-Rv3271c,Rv3271c,Rv3271c,Probable conserved integral membrane protein
gene-Rv3272,Rv3272,Rv3272,Conserved hypothetical protein
gene-Rv3273,Rv3273,Rv3273,Probable transmembrane carbonic anhydrase (carbonate dehydratase) (carbonic dehydratase)
gene-Rv3274c,Rv3274c,fadE25,Probable acyl-CoA dehydrogenase FadE25
gene-Rv3275c,Rv3275c,purE,Probable phosphoribosylaminoimidazole carboxylase catalytic subunit PurE (air carboxylase) (AIRC)
gene-Rv3276c,Rv3276c,purK,Probable phosphoribosylaminoimidazole carboxylase ATPase subunit PurK (air carboxylase) (AIRC)
gene-Rv3277,Rv3277,Rv3277,Probable conserved transmembrane protein
gene-Rv3278c,Rv3278c,Rv3278c,Probable conserved transmembrane protein
gene-Rv3279c,Rv3279c,birA,Possible bifunctional protein BirA: biotin operon repressor + biotin--[acetyl-CoA-carboxylase] synthetase (biotin--protein ligase)
gene-Rv3280,Rv3280,accD5,Probable propionyl-CoA carboxylase beta chain 5 AccD5 (pccase) (propanoyl-CoA:carbon dioxide ligase)
gene-Rv3281,Rv3281,accE5,Probable bifunctional protein acetyl-/propionyl-coenzyme A carboxylase (epsilon chain) AccE5
gene-Rv3282,Rv3282,Rv3282,Conserved hypothetical protein
gene-Rv3283,Rv3283,sseA,Probable thiosulfate sulfurtransferase SseA (rhodanese) (thiosulfate cyanide transsulfurase) (thiosulfate thiotransferase)
gene-Rv3284,Rv3284,Rv3284,Conserved hypothetical protein
gene-Rv3285,Rv3285,accA3,Probable bifunctional protein acetyl-/propionyl-coenzyme A carboxylase (alpha chain) AccA3: biotin carboxylase + biotin carboxyl carrier protein (BCCP)
gene-Rv3286c,Rv3286c,sigF,Alternative RNA polymerase sigma factor SigF
gene-Rv3287c,Rv3287c,rsbW,Anti-sigma factor RsbW (sigma negative effector)
gene-Rv3287c,Rv3287c,rsbW,Anti-sigma factor RsbW (sigma negative effector)
gene-Rv3287c,Rv3287c,rsbW,Anti-sigma factor RsbW (sigma negative effector)
gene-Rv3288c,Rv3288c,usfY,Putative protein UsfY
gene-Rv3289c,Rv3289c,Rv3289c,Possible transmembrane protein
gene-Rv3290c,Rv3290c,lat,Probable L-lysine-epsilon aminotransferase Lat (L-lysine aminotransferase) (lysine 6-aminotransferase)
gene-Rv3291c,Rv3291c,lrpA,Probable transcriptional regulatory protein LrpA (Lrp/AsnC-family)
gene-Rv3292,Rv3292,Rv3292,Conserved hypothetical protein
gene-Rv3293,Rv3293,pcd,Probable piperideine-6-carboxilic acid dehydrogenase Pcd (piperideine-6-carboxylate dehydrogenase)
gene-Rv3294c,Rv3294c,Rv3294c,Conserved hypothetical protein
gene-Rv3295,Rv3295,Rv3295,Probable transcriptional regulatory protein (probably TetR-family)
gene-Rv3296,Rv3296,lhr,Probable ATP-dependent helicase Lhr (large helicase-related protein)
gene-Rv3297,Rv3297,nei,Probable endonuclease VIII Nei
gene-Rv3298c,Rv3298c,lpqC,Possible esterase lipoprotein LpqC
gene-Rv3299c,Rv3299c,atsB,Probable arylsulfatase AtsB (aryl-sulfate sulphohydrolase) (sulfatase)
gene-Rv3300c,Rv3300c,Rv3300c,Conserved hypothetical protein
gene-Rv3301c,Rv3301c,phoY1,Probable phosphate-transport system transcriptional regulatory protein PhoU homolog 1 PhoY1
gene-Rv3302c,Rv3302c,glpD2,Probable glycerol-3-phosphate dehydrogenase GlpD2
gene-Rv3303c,Rv3303c,lpdA,NAD(P)H quinone reductase LpdA
gene-Rv3304,Rv3304,Rv3304,Conserved protein
gene-Rv3305c,Rv3305c,amiA1,Possible N-acyl-L-amino acid amidohydrolase AmiA1 (N-acyl-L-amino acid aminohydrolase)
gene-Rv3306c,Rv3306c,amiB1,Probable amidohydrolase AmiB1 (aminohydrolase)
gene-Rv3307,Rv3307,deoD,Probable purine nucleoside phosphorylase DeoD (inosine phosphorylase) (PNP)
gene-Rv3308,Rv3308,pmmB,Probable phosphomannomutase PmmB (phosphomannose mutase)
gene-Rv3309c,Rv3309c,upp,Probable uracil phosphoribosyltransferase Upp (UMP pyrophosphorylase) (uprtase) (UMP diphosphorylase)
gene-Rv3310,Rv3310,sapM,Acid phosphatase (acid phosphomonoesterase) (phosphomonoesterase) (glycerophosphatase)
gene-Rv3311,Rv3311,Rv3311,Conserved protein
gene-Rv3312c,Rv3312c,Rv3312c,Conserved hypothetical protein
gene-Rv3312A,Rv3312A,Rv3312A,Secreted protein antigen
gene-Rv3313c,Rv3313c,add,Probable adenosine deaminase Add (adenosine aminohydrolase)
gene-Rv3314c,Rv3314c,deoA,Probable thymidine phosphorylase DeoA (tdrpase) (pyrimidine phosphorylase)
gene-Rv3315c,Rv3315c,cdd,Probable cytidine deaminase Cdd (cytidine aminohydrolase) (cytidine nucleoside deaminase)
gene-Rv3316,Rv3316,sdhC,Probable succinate dehydrogenase (cytochrome B-556 subunit) SdhC (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)
gene-Rv3317,Rv3317,sdhD,Probable succinate dehydrogenase (hydrophobic membrane anchor subunit) SdhD (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)
gene-Rv3318,Rv3318,sdhA,Probable succinate dehydrogenase (flavoprotein subunit) SdhA (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)
gene-Rv3319,Rv3319,sdhB,Probable succinate dehydrogenase (iron-sulphur protein subunit) SdhB (succinic dehydrogenase) (fumarate reductase) (fumarate dehydrogenase) (fumaric hydrogenase)
gene-Rv3320c,Rv3320c,vapC44,Possible toxin VapC44. Contains PIN domain.
gene-Rv3321c,Rv3321c,vapB44,Possible antitoxin VapB44
gene-Rv3322c,Rv3322c,Rv3322c,Possible methyltransferase
gene-Rv3323c,Rv3323c,moaX,Probable MoaD-MoaE fusion protein MoaX
gene-Rv3324c,Rv3324c,moaC,Probable molybdenum cofactor biosynthesis protein C 3 MoaC3
gene-Rv3324A,Rv3324A,Rv3324A,Probable fragment of pterin-4-alpha-carbinolamine dehydratase MOAB3 (PHS) (4-alpha-hydroxy-tetrahydropterin dehydratase) (pterin-4-a-carbinolamine dehydratase) (phenylalanine hydroxylase-stimulating protein) (PHS) (pterin carbinolamine dehydratase) (PCD)
gene-Rv3325,Rv3325,Rv3325,Probable transposase for insertion sequence element IS6110 (fragment)
gene-Rv3326,Rv3326,Rv3326,Probable transposase
gene-Rv3327,Rv3327,Rv3327,Probable transposase fusion protein
gene-Rv3328c,Rv3328c,sigJ,Probable alternative RNA polymerase sigma factor (fragment) SigJ
gene-Rv3329,Rv3329,Rv3329,Probable aminotransferase
gene-Rv3330,Rv3330,dacB1,Probable penicillin-binding protein DacB1 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (serine-type D-ala-D-ala carboxypeptidase) (D-amino acid hydrolase)
gene-Rv3331,Rv3331,sugI,Probable sugar-transport integral membrane protein SugI
gene-Rv3332,Rv3332,nagA,Probable N-acetylglucosamine-6-phosphate deacetylase NagA (GlcNAc 6-P deacetylase)
gene-Rv3333c,Rv3333c,Rv3333c,Hypothetical proline rich protein
gene-Rv3334,Rv3334,Rv3334,Probable transcriptional regulatory protein (probably MerR-family)
gene-Rv3335c,Rv3335c,Rv3335c,Probable conserved integral membrane protein
gene-Rv3336c,Rv3336c,trpS,Probable tryptophanyl-tRNA synthetase TrpS (tryptophan--tRNA ligase) (TRPRS) (tryptophan translase)
gene-Rv3337,Rv3337,Rv3337,Conserved hypothetical protein
gene-Rv3338,Rv3338,Rv3338,Conserved hypothetical protein
gene-Rv3339c,Rv3339c,icd1,Probable isocitrate dehydrogenase [NADP] Icd1 (oxalosuccinate decarboxylase) (IDH) (NADP+-specific ICDH) (IDP)
gene-Rv3340,Rv3340,metC,Probable O-acetylhomoserine sulfhydrylase MetC (homocysteine synthase) (O-acetylhomoserine (thiol)-lyase) (OAH sulfhydrylase) (O-acetyl-L-homoserine sulfhydrylase)
gene-Rv3341,Rv3341,metA,Probable homoserine O-acetyltransferase MetA (homoserine O-trans-acetylase) (homoserine transacetylase) (HTA)
gene-Rv3342,Rv3342,Rv3342,Possible methyltransferase (methylase)
gene-Rv3343c,Rv3343c,PPE54,PPE family protein PPE54
gene-Rv3344c,Rv3344c,PE-PGRS49,PE-PGRS family protein PE_PGRS49
gene-Rv3345c,Rv3345c,PE-PGRS50,PE-PGRS family protein PE_PGRS50
gene-Rv3346c,Rv3346c,Rv3346c,Conserved transmembrane protein
gene-Rv3347c,Rv3347c,PPE55,PPE family protein PPE55
gene-Rv3348,Rv3348,Rv3348,Probable transposase
gene-Rv3349c,Rv3349c,Rv3349c,Probable transposase
gene-Rv3350c,Rv3350c,PPE56,PPE family protein PPE56
gene-Rv3351c,Rv3351c,Rv3351c,Conserved hypothetical protein
gene-Rv3352c,Rv3352c,Rv3352c,Possible oxidoreductase
gene-Rv3353c,Rv3353c,Rv3353c,Conserved hypothetical protein
gene-Rv3354,Rv3354,Rv3354,Conserved hypothetical protein
gene-Rv3355c,Rv3355c,Rv3355c,Probable integral membrane protein
gene-Rv3356c,Rv3356c,folD,Probable bifunctional protein FolD: methylenetetrahydrofolate dehydrogenase + methenyltetrahydrofolate cyclohydrolase
gene-Rv3357,Rv3357,relJ,Antitoxin RelJ
gene-Rv3358,Rv3358,relK,Toxin RelK
gene-Rv3359,Rv3359,Rv3359,Possible oxidoreductase
gene-Rv3360,Rv3360,Rv3360,Conserved hypothetical protein
gene-Rv3361c,Rv3361c,Rv3361c,Conserved protein
gene-Rv3362c,Rv3362c,Rv3362c,Probable ATP/GTP-binding protein
gene-Rv3363c,Rv3363c,Rv3363c,Conserved hypothetical protein
gene-Rv3364c,Rv3364c,Rv3364c,Conserved protein
gene-Rv3365c,Rv3365c,Rv3365c,Conserved protein
gene-Rv3366,Rv3366,spoU,Probable tRNA/rRNA methylase SpoU (tRNA/rRNA methyltransferase)
gene-Rv3367,Rv3367,PE-PGRS51,PE-PGRS family protein PE_PGRS51
gene-Rv3368c,Rv3368c,Rv3368c,Possible oxidoreductase
gene-Rv3369,Rv3369,Rv3369,Conserved protein
gene-Rv3370c,Rv3370c,dnaE2,Probable DNA polymerase III (alpha chain) DnaE2 (DNA nucleotidyltransferase)
gene-Rv3371,Rv3371,Rv3371,Possible triacylglycerol synthase (diacylglycerol acyltransferase)
gene-Rv3372,Rv3372,otsB2,Trehalose 6-phosphate phosphatase OtsB2 (trehalose-phosphatase) (TPP)
gene-Rv3373,Rv3373,Rv3372A,Probable enoyl-CoA hydratase EchA18 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)
gene-Rv3374,Rv3374,echA18,Probable enoyl-CoA hydratase (fragment) EchA18.1 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)
gene-Rv3375,Rv3375,amiD,Probable amidase AmiD (acylamidase) (acylase)
gene-Rv3376,Rv3376,Rv3376,Conserved hypothetical protein
gene-Rv3377c,Rv3377c,Rv3377c,Halimadienyl diphosphate synthase
gene-Rv3378c,Rv3378c,Rv3378c,Diterpene synthase
gene-Rv3379c,Rv3379c,dxs2,Probable 1-deoxy-D-xylulose 5-phosphate synthase Dxs2 (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS)
gene-Rv3380c,Rv3380c,Rv2280c,Probable transposase
gene-Rv3381c,Rv3381c,Rv2281c,Probable transposase for insertion sequence element IS6110 (fragment)
gene-Rv3382c,Rv3382c,lytB1,Probable LYTB-related protein LytB1
gene-Rv3383c,Rv3383c,idsB,Possible polyprenyl synthetase IdsB (polyprenyl transferase) (polyprenyl diphosphate synthase)
gene-Rv3384c,Rv3384c,Rv3384c,Possible toxin VapC46. Contains PIN domain.
gene-Rv3385c,Rv3385c,Rv3385c,Possible antitoxin VapB46
gene-Rv3386,Rv3386,Rv3386,Possible transposase
gene-Rv3387,Rv3387,Rv3387,Possible transposase
gene-Rv3388,Rv3388,PE-PGRS52,PE-PGRS family protein PE_PGRS52
gene-Rv3389c,Rv3389c,htdY,Probable 3-hydroxyacyl-thioester dehydratase HtdY
gene-Rv3390,Rv3390,lpqD,Probable conserved lipoprotein LpqD
gene-Rv3391,Rv3391,acrA1,Possible multi-functional enzyme with acyl-CoA-reductase activity AcrA1
gene-Rv3392c,Rv3392c,cmaA1,Cyclopropane-fatty-acyl-phospholipid synthase 1 CmaA1 (cyclopropane fatty acid synthase) (CFA synthase) (cyclopropane mycolic acid synthase 1)
gene-Rv3393,Rv3393,iunH,Probable nucleoside hydrolase IunH (purine nucleosidase)
gene-Rv3394c,Rv3394c,Rv3394c,Conserved hypothetical protein
gene-Rv3395c,Rv3395c,Rv3395c,Conserved hypothetical protein
gene-Rv3395A,Rv3395A,Rv3395A,Probable membrane protein
gene-Rv3396c,Rv3396c,guaA,Probable GMP synthase [glutamine-hydrolyzing] GuaA (glutamine amidotransferase) (GMP synthetase)
gene-Rv3397c,Rv3397c,phyA,Probable phytoene synthase PhyA
gene-Rv3398c,Rv3398c,idsA1,Probable multifunctional geranylgeranyl pyrophosphate synthetase IdsA1 (GGPP synthetase) (ggppsase) (geranylgeranyl diphosphate synthase): dimethylallyltransferase (prenyltransferase) (geranyl-diphosphate synthase) + geranyltranstransferase (farnesyl-diphosphate synthase) (farnesyl-pyrophosphate synthetase) (farnesyl diphosphate synthetase) (FPP synthetase) + farnesyltranstransferase (geranylgeranyl-diphosphate synthase)
gene-Rv3399,Rv3399,Rv3399,Possible S-adenosylmethionine-dependent methyltransferase
gene-Rv3400,Rv3400,Rv3400,Probable hydrolase
gene-Rv3401,Rv3401,Rv3401,Conserved protein
gene-Rv3402c,Rv3402c,Rv3402c,Conserved hypothetical protein
gene-Rv3403c,Rv3403c,Rv3403c,Hypothetical protein
gene-Rv3404c,Rv3404c,Rv3404c,Conserved hypothetical protein
gene-Rv3405c,Rv3405c,Rv3405c,Possible transcriptional regulatory protein
gene-Rv3406,Rv3406,Rv3406,Probable dioxygenase
gene-Rv3407,Rv3407,vapB47,Possible antitoxin VapB47
gene-Rv3408,Rv3408,vapC47,Possible toxin VapC47. Contains PIN domain.
gene-Rv3409c,Rv3409c,choD,Cholesterol oxidase ChoD (cholesterol-O2 oxidoreductase)
gene-Rv3410c,Rv3410c,guaB3,Probable inosine-5'-monophosphate dehydrogenase GuaB3 (imp dehydrogenase) (inosinic acid dehydrogenase) (inosinate dehydrogenase) (imp oxidoreductase) (inosine-5'-monophosphate oxidoreductase) (IMPDH) (IMPD)
gene-Rv3411c,Rv3411c,guaB2,Probable inosine-5'-monophosphate dehydrogenase GuaB2 (imp dehydrogenase) (inosinic acid dehydrogenase) (inosinate dehydrogenase) (imp oxidoreductase) (inosine-5'-monophosphate oxidoreductase) (IMPDH) (IMPD)
gene-Rv3412,Rv3412,Rv3412,Conserved hypothetical protein
gene-Rv3413c,Rv3413c,Rv3413c,Unknown alanine and proline rich protein
gene-Rv3414c,Rv3414c,sigD,Probable alternative RNA polymerase sigma-D factor SigD
gene-Rv3415c,Rv3415c,Rv3415c,Conserved hypothetical protein
gene-Rv3416,Rv3416,whiB3,Transcriptional regulatory protein WhiB-like WhiB3. Contains [4FE-4S] cluster.
gene-Rv3417c,Rv3417c,groEL1,60 kDa chaperonin 1 GroEL1 (protein CPN60-1) (GroEL protein 1)
gene-Rv3418c,Rv3418c,groES,10 kDa chaperonin GroES (protein CPN10) (protein GroES) (BCG-a heat shock protein) (10 kDa antigen)
gene-Rv3419c,Rv3419c,gcp,Probable O-sialoglycoprotein endopeptidase Gcp (glycoprotease)
gene-Rv3420c,Rv3420c,rimI,Ribosomal-protein-alanine acetyltransferase RimI (acetylating enzyme for N-terminal of ribosomal protein S18)
gene-Rv3421c,Rv3421c,Rv3421c,Conserved hypothetical protein
gene-Rv3422c,Rv3422c,Rv3422c,Conserved hypothetical protein
gene-Rv3423c,Rv3423c,alr,Alanine racemase Alr
gene-Rv3424c,Rv3424c,Rv3424c,Hypothetical protein
gene-Rv3425,Rv3425,PPE57,PPE family protein PPE57
gene-Rv3426,Rv3426,PPE58,PPE family protein PPE58
gene-Rv3427c,Rv3427c,Rv3427c,Possible transposase
gene-Rv3428c,Rv3428c,Rv3428c,Possible transposase
gene-Rv3429,Rv3429,PPE59,PPE family protein PPE59
gene-Rv3430c,Rv3430c,Rv3430c,Possible transposase
gene-Rv3431c,Rv3431c,Rv3431c,Possible transposase (fragment)
gene-Rv3432c,Rv3432c,gadB,Probable glutamate decarboxylase GadB
gene-Rv3433c,Rv3433c,Rv3433c,Conserved protein
gene-Rv3434c,Rv3434c,Rv3434c,Possible conserved transmembrane protein
gene-Rv3435c,Rv3435c,Rv3435c,Probable conserved transmembrane protein
gene-Rv3436c,Rv3436c,glmS,Probable glucosamine--fructose-6-phosphate aminotransferase [isomerizing] GlmS (hexosephosphate aminotransferase) (D-fructose-6-phosphate amidotransferase) (GFAT) (L-glutamine-D-fructose-6-phosphate amidotransferase) (glucosamine-6-phosphate synthase)
